Member_number,itemDescription
1062,long life bakery product
2469,whole milk
3719,misc. beverages
3322,bottled beer
1336,napkins
1067,chocolate
1998,chewing gum
1076,coffee
1992,white bread
1261,flour
4409,ice cream
3031,bottled beer
2129,fruit/vegetable juice
1684,oil
4240,brown bread
2750,onions
1379,butter milk
4243,specialty cheese
2469,pasta
2346,coffee
2366,UHT-milk
2374,whole milk
1721,margarine
2877,root vegetables
3848,whole milk
4344,soda
3475,misc. beverages
3650,white bread
2318,whipped/sour cream
1776,yogurt
3120,pastry
1194,pastry
2089,brown bread
2095,rolls/buns
1736,whole milk
3718,processed cheese
4950,margarine
2481,rice
1296,beverages
2824,chewing gum
4852,pasta
1648,rolls/buns
3307,chocolate
4259,shopping bags
2587,UHT-milk
4303,cream cheese 
1325,mustard
3351,other vegetables
1623,roll products 
3119,liquor
1211,specialty bar
4146,rolls/buns
1753,butter milk
4664,waffles
3827,curd
1098,cat food
4338,flour
3712,yogurt
1505,potato products
4478,domestic eggs
4150,dessert
1118,pastry
2537,candy
1996,flower (seeds)
4267,yogurt
4424,hygiene articles
1948,frozen vegetables
3495,oil
2327,margarine
3356,butter
3926,sliced cheese
4105,condensed milk
1884,UHT-milk
4799,pasta
4915,domestic eggs
2643,fruit/vegetable juice
3927,pastry
2410,soft cheese
1855,whipped/sour cream
1245,shopping bags
3138,salty snack
1178,salt
1870,sliced cheese
4660,pastry
3241,rolls/buns
4661,rolls/buns
2407,coffee
2440,waffles
4634,soda
4112,canned beer
2428,rolls/buns
3604,whole milk
3671,onions
2880,margarine
3946,napkins
4495,butter milk
3355,newspapers
3959,dishes
1583,brown bread
3998,rolls/buns
4509,sliced cheese
1008,dessert
4894,chocolate
4252,frozen dessert
3428,frozen meals
1988,bottled water
4662,butter milk
3165,rolls/buns
1920,flour
4157,whole milk
1945,other vegetables
4104,sugar
2865,frozen meals
4788,soda
1903,ketchup
3578,citrus fruit
2238,yogurt
3671,shopping bags
3088,yogurt
1832,flour
4785,shopping bags
1322,hygiene articles
4439,artif. sweetener
1698,shopping bags
3558,brown bread
3026,bottled water
1127,UHT-milk
4153,brown bread
4258,hygiene articles
2582,cat food
1466,seasonal products
4185,rolls/buns
1889,candles
3396,sparkling wine
3412,oil
3321,white wine
3484,brandy
1937,whipped/sour cream
2101,canned beer
4006,other vegetables
3732,pastry
1276,bottled beer
4916,detergent
2040,candy
2255,oil
1239,bottled water
4992,sparkling wine
3225,soda
2421,long life bakery product
3303,whole milk
3455,margarine
1484,soft cheese
3591,dental care
4613,shopping bags
1676,dishes
1259,napkins
3930,soft cheese
3995,brown bread
1038,cake bar
4794,other vegetables
3960,specialty bar
3077,shopping bags
1161,spread cheese
1800,hygiene articles
1717,margarine
1888,butter milk
2138,shopping bags
1866,baking powder
4745,shopping bags
1269,butter milk
4721,spices
2885,sliced cheese
1435,rolls/buns
1887,whipped/sour cream
4776,candy
4313,bottled beer
3545,whole milk
2307,shopping bags
1215,sliced cheese
1428,yogurt
4297,specialty bar
1812,margarine
2217,domestic eggs
2378,soda
2397,whipped/sour cream
3419,cream cheese 
4131,rolls/buns
2220,yogurt
3870,frozen fish
1483,rolls/buns
3449,brown bread
1959,pot plants
4825,bottled water
3289,whipped/sour cream
1256,oil
3369,abrasive cleaner
2191,yogurt
4645,yogurt
3818,cat food
3857,canned beer
3651,cream cheese 
3689,soda
2361,soda
2513,zwieback
2110,soda
4895,salty snack
2756,processed cheese
1960,pastry
3924,curd
3020,specialty fat
4531,pastry
4901,pasta
3787,salty snack
3688,soap
4717,shopping bags
2210,sweet spreads
4152,bottled beer
4507,softener
1118,curd
4953,salty snack
4417,sparkling wine
2358,dishes
3122,bottled water
3920,napkins
4592,oil
1326,canned beer
3729,instant coffee
2627,frozen vegetables
3393,newspapers
4302,salty snack
1734,frozen vegetables
3635,frozen dessert
3232,frozen vegetables
2805,pastry
2214,butter milk
4725,rolls/buns
4975,soda
3393,candy
4456,bottled water
4744,candy
1264,mayonnaise
3104,fruit/vegetable juice
4966,fruit/vegetable juice
4183,shopping bags
3786,baking powder
3299,hard cheese
1656,bottled water
4753,bottled beer
2857,soda
3692,yogurt
2613,newspapers
3509,oil
3048,white wine
1160,bottled beer
2629,hard cheese
1444,whole milk
2578,yogurt
4184,white bread
3201,soap
3311,rolls/buns
4294,bottled water
2283,margarine
3325,other vegetables
3621,butter
1968,newspapers
3717,frozen vegetables
4704,coffee
3904,curd
2336,rolls/buns
3546,Instant food products
3797,processed cheese
4607,pastry
4522,pickled vegetables
4695,canned fish
4919,salty snack
3289,misc. beverages
1200,canned fish
3789,shopping bags
1289,canned beer
2415,soda
1943,potato products
3685,female sanitary products
3447,soda
2164,coffee
4107,mustard
2744,sugar
1051,dishes
2087,pastry
1020,frozen fish
2443,napkins
4911,cleaner
3835,long life bakery product
2363,white wine
2344,oil
3911,soda
1450,instant coffee
3495,oil
1625,napkins
3265,domestic eggs
3247,dishes
1777,brown bread
1862,seasonal products
2942,flower (seeds)
2932,newspapers
4049,whole milk
1954,bottled beer
2321,other vegetables
2930,fruit/vegetable juice
3214,baking powder
4877,frozen vegetables
1277,pot plants
2239,whole milk
4929,margarine
1390,house keeping products
1870,brown bread
3405,margarine
2338,whole milk
2051,whipped/sour cream
3504,soda
3405,fruit/vegetable juice
2512,coffee
4038,yogurt
1759,oil
2813,female sanitary products
3055,soft cheese
1733,oil
1913,whipped/sour cream
4864,pot plants
4812,margarine
3042,whole milk
4988,specialty chocolate
4486,rolls/buns
4069,pot plants
4600,whipped/sour cream
3588,hard cheese
4175,napkins
2599,yogurt
4671,sugar
2270,yogurt
2494,semi-finished bread
1406,waffles
3910,packaged fruit/vegetables
3358,fruit/vegetable juice
1943,UHT-milk
1995,root vegetables
4666,whole milk
1994,whole milk
4892,curd
3531,dishes
1148,dog food
1787,packaged fruit/vegetables
4215,oil
2158,fruit/vegetable juice
2510,bottled water
3180,bathroom cleaner
3207,napkins
1226,vinegar
1682,soda
1509,hard cheese
2364,coffee
4679,bottled water
4324,white wine
3497,cling film/bags
1008,domestic eggs
4572,bottled beer
4030,cake bar
2422,bottled water
2694,frozen fish
3481,rolls/buns
3821,newspapers
3752,flour
3262,soups
1370,rolls/buns
1090,napkins
3862,butter
4495,white bread
2492,newspapers
4688,white bread
3633,brown bread
3709,specialty cheese
1220,rolls/buns
4236,frozen vegetables
3308,yogurt
1183,other vegetables
1999,coffee
4828,shopping bags
3608,waffles
3983,long life bakery product
3460,cream cheese 
1703,whipped/sour cream
3002,seasonal products
4836,whole milk
1561,flour
4731,yogurt
3812,domestic eggs
2097,shopping bags
4986,other vegetables
4742,ready soups
2502,curd
1135,butter
2403,margarine
4234,baking powder
4068,specialty bar
2311,fruit/vegetable juice
1353,specialty bar
3251,frozen meals
1748,whole milk
1638,bottled beer
2170,fruit/vegetable juice
3903,margarine
1245,processed cheese
3237,other vegetables
4908,UHT-milk
1780,newspapers
1438,whipped/sour cream
1265,domestic eggs
3669,processed cheese
2412,bottled beer
1818,rolls/buns
2601,baking powder
1905,candy
1407,pastry
3754,margarine
2743,yogurt
2211,processed cheese
4138,waffles
4141,brown bread
4826,rolls/buns
2685,butter
3793,flower (seeds)
4687,frozen vegetables
2277,canned beer
4518,butter
1997,pastry
4114,house keeping products
1097,bottled water
2568,other vegetables
1997,bottled beer
4987,domestic eggs
2404,cocoa drinks
1619,flower (seeds)
3640,coffee
4537,sliced cheese
3519,other vegetables
3587,canned beer
1232,bottled water
2597,bottled beer
1878,candy
2860,light bulbs
4006,kitchen towels
4536,sliced cheese
4180,semi-finished bread
1384,bottled beer
3322,whole milk
2543,brown bread
3763,frozen vegetables
4459,white bread
2736,soda
1549,coffee
2047,bottled water
3754,roll products 
2667,shopping bags
1829,male cosmetics
1376,cream cheese 
2953,rolls/buns
3465,pickled vegetables
3120,whipped/sour cream
1301,frozen vegetables
1865,yogurt
2772,pastry
1875,oil
3358,rolls/buns
3255,newspapers
3877,chocolate
1480,tidbits
2850,beef
1699,rolls/buns
3258,bottled water
4717,whole milk
3307,baking powder
2332,rolls/buns
2431,cereals
2312,other vegetables
2232,whisky
3998,whipped/sour cream
3054,yogurt
4550,other vegetables
1075,dishes
3898,soda
3374,brandy
4262,newspapers
1151,pastry
3669,margarine
4222,whipped/sour cream
1914,root vegetables
1306,rolls/buns
4229,pastry
2145,chewing gum
1977,canned beer
4552,yogurt
4013,bottled beer
4566,napkins
3111,waffles
3699,butter
2895,whole milk
3868,pastry
3215,specialty cheese
2461,whole milk
1452,rice
4618,butter
4721,margarine
2712,whole milk
1458,specialty bar
3746,whipped/sour cream
3596,canned beer
4120,softener
3215,sliced cheese
1674,kitchen towels
3310,domestic eggs
4783,other vegetables
3741,candles
2466,bottled water
1653,butter milk
2070,bottled water
1749,soft cheese
2625,newspapers
3002,light bulbs
1064,other vegetables
2127,ice cream
4392,other vegetables
1649,yogurt
4375,canned beer
1699,sweet spreads
2682,cream cheese 
2022,soft cheese
2669,pastry
3025,white bread
3019,rolls/buns
4801,beverages
3679,domestic eggs
3380,misc. beverages
3354,waffles
1756,soda
3172,dish cleaner
3341,shopping bags
1113,baking powder
3339,butter milk
3015,coffee
3144,rolls/buns
4106,condensed milk
1798,curd
1493,hygiene articles
4454,oil
2935,newspapers
3328,soda
3915,brown bread
1968,rolls/buns
4355,long life bakery product
1580,domestic eggs
3703,yogurt
1497,coffee
1340,rolls/buns
1102,detergent
4223,onions
4190,newspapers
4695,newspapers
1421,newspapers
3293,misc. beverages
3543,pastry
1153,mustard
4097,vinegar
1073,dishes
3390,frozen meals
1768,long life bakery product
1186,canned fruit
4138,detergent
2816,salty snack
2568,flour
4512,red/blush wine
1628,bottled water
3911,margarine
3736,candy
4644,brown bread
1583,fruit/vegetable juice
3338,whole milk
2427,whipped/sour cream
1302,rolls/buns
4499,brandy
1785,soda
3961,processed cheese
2326,UHT-milk
1319,pastry
2370,shopping bags
3332,oil
2473,chewing gum
2810,whipped/sour cream
1033,rolls/buns
4222,flour
3679,newspapers
2212,newspapers
1507,sugar
2870,specialty bar
3429,rolls/buns
4148,newspapers
2970,rolls/buns
2013,domestic eggs
3967,specialty bar
2885,rolls/buns
3935,rolls/buns
3283,mayonnaise
3268,rolls/buns
3677,canned fish
3495,yogurt
1410,white bread
2440,bottled water
4088,curd
2469,cream cheese 
4229,rolls/buns
2728,butter milk
4694,brown bread
2836,shopping bags
1311,mustard
1760,sugar
3656,whole milk
3720,candles
2996,hygiene articles
1949,frozen vegetables
4498,cream cheese 
2447,soups
1952,hygiene articles
4099,fruit/vegetable juice
1804,root vegetables
1510,rolls/buns
2879,rolls/buns
4899,salt
4326,rolls/buns
1670,soda
1117,whipped/sour cream
1346,sweet spreads
1178,jam
1649,bottled beer
4651,chewing gum
4243,hygiene articles
4429,pot plants
4645,fruit/vegetable juice
4019,domestic eggs
4459,frozen meals
3006,frozen fish
1834,frozen vegetables
3236,whipped/sour cream
1765,whipped/sour cream
3855,chocolate
4392,shopping bags
3330,curd
1723,whipped/sour cream
4110,bottled water
2600,frozen vegetables
2946,pasta
2426,whipped/sour cream
4170,instant coffee
1109,margarine
3429,hard cheese
2055,pip fruit
2480,other vegetables
2441,whole milk
1054,margarine
4818,roll products 
3379,whipped/sour cream
3939,ketchup
1367,yogurt
1043,whole milk
2231,napkins
3235,margarine
4554,male cosmetics
3245,pip fruit
2996,newspapers
2507,long life bakery product
4186,oil
3929,frozen vegetables
3760,beverages
4928,cake bar
4217,bottled beer
1174,fruit/vegetable juice
4103,newspapers
4408,cream cheese 
2588,coffee
2598,soda
1518,ketchup
2702,whipped/sour cream
1001,whipped/sour cream
2270,fruit/vegetable juice
2838,vinegar
1683,bottled water
4040,soft cheese
3897,salty snack
2200,onions
4073,dessert
3700,soda
3973,cat food
2715,salty snack
3967,sauces
4002,vinegar
2962,domestic eggs
4340,pot plants
2092,margarine
3143,whipped/sour cream
2209,butter
2816,bottled beer
2659,brown bread
1588,jam
1144,white bread
2166,waffles
3300,fruit/vegetable juice
3944,baking powder
4979,soda
2630,soda
4240,soda
2357,baking powder
1743,cream cheese 
1038,whipped/sour cream
3267,cat food
3402,shopping bags
3013,hygiene articles
4807,misc. beverages
2172,specialty chocolate
1388,cake bar
3309,shopping bags
2194,salty snack
4603,shopping bags
1631,coffee
2712,frozen potato products
2757,specialty chocolate
4761,soda
2688,canned fish
2458,rolls/buns
4087,long life bakery product
4677,salt
3250,liquor
3488,domestic eggs
1679,rolls/buns
4820,syrup
2079,shopping bags
2460,newspapers
4286,rolls/buns
3050,roll products 
2888,other vegetables
2376,margarine
4748,napkins
2311,light bulbs
4765,domestic eggs
4199,rolls/buns
2592,rolls/buns
1403,other vegetables
4031,soda
1416,pastry
4022,soda
3674,root vegetables
3430,hygiene articles
1113,domestic eggs
4178,baking powder
4037,canned fish
3917,soda
4658,dish cleaner
1408,soda
4940,coffee
1639,mustard
4139,soda
2799,brown bread
4041,white wine
3508,shopping bags
1584,long life bakery product
4006,shopping bags
4593,hard cheese
4875,pickled vegetables
2534,soda
2413,rolls/buns
1909,salty snack
4367,fruit/vegetable juice
4240,soda
1866,candy
3905,shopping bags
4906,shopping bags
4478,seasonal products
2765,domestic eggs
4178,salty snack
4330,baking powder
1659,specialty bar
2406,dish cleaner
3465,candles
3178,bottled water
2218,frozen dessert
3980,pastry
2519,fruit/vegetable juice
2568,dish cleaner
1130,cream cheese 
1231,whipped/sour cream
2654,rolls/buns
3913,pastry
3276,snack products
4094,rolls/buns
3997,bottled water
2313,shopping bags
2716,zwieback
3923,bottled beer
4541,yogurt
4524,fruit/vegetable juice
1750,soda
1527,bottled water
1379,chocolate
2380,pastry
3259,cream cheese 
3268,specialty cheese
3117,misc. beverages
1972,fruit/vegetable juice
1154,frozen vegetables
2408,yogurt
2400,white wine
1286,yogurt
3505,white bread
4503,specialty chocolate
4292,napkins
1542,newspapers
1274,specialty cheese
4182,whole milk
4401,bottled water
4766,bottled water
4880,cat food
1939,shopping bags
4341,shopping bags
4480,jam
3997,bottled beer
3674,cream cheese 
1608,whole milk
2088,dishes
3897,seasonal products
4783,specialty fat
4813,pastry
4842,rolls/buns
2971,shopping bags
4972,salt
4215,newspapers
1001,rolls/buns
4535,yogurt
2252,chewing gum
2433,margarine
1935,whole milk
2484,rolls/buns
2900,shopping bags
4504,hygiene articles
4183,salt
3651,pastry
1381,other vegetables
1190,soda
1262,pickled vegetables
3555,curd
3621,cling film/bags
2831,butter
3508,waffles
1468,bottled water
3269,tidbits
3844,soda
4950,soft cheese
4129,soda
1596,margarine
4372,pasta
2183,frozen dessert
3617,misc. beverages
4692,hygiene articles
2210,napkins
1605,whole milk
3604,yogurt
3524,semi-finished bread
3928,domestic eggs
1207,shopping bags
2578,mayonnaise
1553,coffee
3942,Instant food products
1583,bottled water
2133,bottled water
4860,shopping bags
4548,brown bread
2610,domestic eggs
2344,newspapers
2920,root vegetables
3847,coffee
1991,frozen fish
2241,rolls/buns
2794,canned beer
3871,waffles
4085,bottled water
3964,whipped/sour cream
1111,sugar
1294,other vegetables
1338,canned beer
1079,sweet spreads
1794,soda
4715,rolls/buns
4694,whipped/sour cream
4156,whole milk
4264,yogurt
1732,flour
1161,bottled beer
4058,berries
4183,salty snack
4371,specialty chocolate
3218,waffles
3094,soda
2082,rolls/buns
3015,margarine
4582,root vegetables
4851,chocolate
3766,rolls/buns
4199,curd
3663,sugar
2044,whole milk
1566,bottled beer
3698,domestic eggs
3815,rolls/buns
4634,specialty chocolate
2051,newspapers
2252,shopping bags
4502,frozen vegetables
2169,bottled beer
3237,sweet spreads
1999,dog food
2175,butter
4177,yogurt
2014,soft cheese
2991,shopping bags
3334,liquor (appetizer)
1580,sliced cheese
4094,fruit/vegetable juice
4163,newspapers
2991,waffles
4744,salty snack
3896,misc. beverages
2560,specialty bar
2236,candy
2778,other vegetables
3960,margarine
2258,ice cream
4286,yogurt
2239,soda
4728,instant coffee
3439,female sanitary products
3353,sliced cheese
2127,specialty cheese
1513,bottled beer
1134,yogurt
1286,pickled vegetables
1123,yogurt
4327,frozen vegetables
4814,other vegetables
3277,hygiene articles
4272,whole milk
3363,salty snack
1896,light bulbs
2524,whole milk
4243,white wine
4930,dessert
3465,long life bakery product
3938,cereals
2849,newspapers
1894,cream cheese 
2738,frozen meals
1000,salty snack
2626,other vegetables
4216,light bulbs
1810,baking powder
1125,rolls/buns
4392,whipped/sour cream
3957,cake bar
4084,curd
3672,margarine
3531,napkins
2066,pickled vegetables
4376,yogurt
1662,fruit/vegetable juice
3728,whipped/sour cream
2045,soft cheese
2067,yogurt
3743,brown bread
1735,candy
1547,cling film/bags
2451,bottled water
1661,whipped/sour cream
2365,misc. beverages
4932,brown bread
2310,root vegetables
2138,brown bread
2903,sugar
1512,yogurt
3204,frozen fish
3324,coffee
1653,margarine
1428,UHT-milk
4598,pickled vegetables
3062,baking powder
4681,bottled water
4671,soda
4533,curd
2579,cream cheese 
3493,canned beer
1450,pickled vegetables
1961,frozen vegetables
4302,sparkling wine
3950,cat food
2718,whole milk
1870,fruit/vegetable juice
3855,specialty chocolate
4107,whipped/sour cream
3476,white bread
4721,cream cheese 
3208,long life bakery product
4349,cream cheese 
1378,UHT-milk
4929,dessert
3186,misc. beverages
1482,mayonnaise
1145,bottled beer
2777,chocolate
1232,pasta
2825,mustard
3785,fruit/vegetable juice
3000,fruit/vegetable juice
1980,salty snack
2154,soda
1242,butter
1824,newspapers
2774,whole milk
2366,other vegetables
1987,chocolate
2306,bottled water
4979,beverages
4543,curd
4021,newspapers
4623,cat food
4547,napkins
2729,whole milk
4471,pet care
1625,frozen meals
2787,margarine
4541,margarine
3529,pastry
2984,canned beer
1685,whole milk
4520,pastry
2355,chocolate
3883,UHT-milk
4922,margarine
3423,whipped/sour cream
1129,cream cheese 
4018,newspapers
3189,dish cleaner
1235,bottled water
2262,domestic eggs
4100,whole milk
1553,baking powder
3628,nut snack
2280,candles
4236,napkins
1358,whipped/sour cream
4638,whipped/sour cream
1343,fruit/vegetable juice
3612,flour
4596,soda
2399,napkins
3300,rolls/buns
3502,coffee
1127,soda
1296,soft cheese
3739,red/blush wine
4661,cream cheese 
3287,napkins
4746,margarine
4282,baking powder
3757,dessert
3279,soda
3387,shopping bags
2553,bottled water
3697,other vegetables
1819,coffee
2607,margarine
2615,chocolate
1196,domestic eggs
2926,domestic eggs
2294,sugar
4967,rolls/buns
1284,salty snack
2089,pastry
1284,margarine
1246,whipped/sour cream
3038,pot plants
2910,other vegetables
3957,salty snack
4493,whipped/sour cream
1972,bottled beer
2492,instant coffee
2943,chocolate marshmallow
2686,ready soups
3968,bottled beer
1955,shopping bags
2665,chocolate marshmallow
3850,cling film/bags
2973,domestic eggs
3264,white bread
1591,frozen meals
1747,roll products 
1255,soda
4683,specialty bar
1102,candy
4618,other vegetables
2508,frozen vegetables
4165,hard cheese
2168,fruit/vegetable juice
2929,cleaner
1316,rolls/buns
3991,kitchen towels
2142,waffles
4671,house keeping products
1051,shopping bags
1410,whipped/sour cream
3752,dish cleaner
1054,soda
2591,soda
2454,soda
2510,margarine
1946,cooking chocolate
4069,baking powder
2778,domestic eggs
1175,pasta
4292,whipped/sour cream
3776,dishes
2573,long life bakery product
2510,chocolate
1003,frozen meals
4699,coffee
3189,rolls/buns
4406,hard cheese
2325,whole milk
4069,pickled vegetables
1726,pastry
3026,chewing gum
4015,rolls/buns
3260,dish cleaner
3890,soda
2237,coffee
2641,soda
2581,canned beer
2030,shopping bags
2024,dessert
1729,newspapers
2331,tropical fruit
1890,roll products 
4579,butter
3140,salty snack
4492,brown bread
3537,coffee
3581,frozen meals
4924,pastry
2589,spices
3302,hygiene articles
4566,white bread
2758,napkins
4790,candy
4178,bottled beer
2051,flour
1647,specialty chocolate
2778,soda
1651,soda
3760,yogurt
4511,soda
4674,bottled water
3684,napkins
3094,cream cheese 
2726,cream cheese 
4897,coffee
3408,root vegetables
4294,domestic eggs
4404,root vegetables
3692,frozen dessert
2370,chewing gum
2137,canned vegetables
4272,pastry
3042,rolls/buns
2974,pastry
1967,fruit/vegetable juice
1208,soft cheese
2436,newspapers
3379,roll products 
3148,shopping bags
2831,fruit/vegetable juice
1796,chocolate
4729,shopping bags
3308,tea
3848,chocolate marshmallow
1641,cream cheese 
1279,pastry
3495,pastry
4484,shopping bags
4578,white bread
1027,rolls/buns
2388,salty snack
4762,pastry
4687,soda
1965,chewing gum
3246,yogurt
2541,soda
4363,long life bakery product
4143,mustard
2038,pastry
1865,bottled beer
1003,rolls/buns
3358,cream cheese 
4782,margarine
4952,sugar
4042,frozen dessert
2907,candy
4693,bottled beer
1980,domestic eggs
4217,dishes
4106,pastry
4137,shopping bags
2862,kitchen towels
4115,shopping bags
3394,yogurt
2729,soft cheese
1949,semi-finished bread
4832,shopping bags
1276,dessert
3584,frozen fish
2958,bottled water
4061,dish cleaner
3568,beverages
1680,pet care
1588,root vegetables
2923,yogurt
4751,butter
1633,ready soups
2235,frozen vegetables
1466,rolls/buns
3520,sliced cheese
3090,newspapers
2341,rolls/buns
2140,whole milk
1017,brown bread
2177,soups
3129,coffee
4299,seasonal products
1294,white wine
2851,rolls/buns
3948,whipped/sour cream
2047,waffles
1910,margarine
2834,sliced cheese
1561,sugar
1552,rolls/buns
3353,soda
1646,white bread
1554,hygiene articles
1622,misc. beverages
3575,butter
4396,roll products 
4858,detergent
1012,frozen vegetables
4137,fruit/vegetable juice
1342,napkins
2573,pastry
4437,other vegetables
2175,pastry
3879,brown bread
4378,vinegar
4721,processed cheese
2138,bottled water
4673,bottled water
1806,whipped/sour cream
2924,sliced cheese
4201,rolls/buns
2763,shopping bags
3101,fruit/vegetable juice
1235,butter
4715,specialty fat
4684,oil
4840,whole milk
3137,newspapers
2121,soda
3054,semi-finished bread
3156,whipped/sour cream
3965,yogurt
2011,whipped/sour cream
2184,shopping bags
3777,waffles
2199,coffee
1983,margarine
2806,newspapers
3657,pastry
1606,butter
4211,rolls/buns
3822,frozen vegetables
2868,soda
4674,dishes
1130,yogurt
3530,frozen meals
1998,whipped/sour cream
1174,baking powder
1070,cream cheese 
1654,cream cheese 
4104,domestic eggs
3113,hygiene articles
3911,mayonnaise
1057,salty snack
1618,cream cheese 
3385,UHT-milk
3462,pet care
1773,bottled water
4202,popcorn
2258,yogurt
3474,newspapers
2421,other vegetables
3722,butter
4894,dishes
3514,soda
3807,cat food
2660,bottled water
1419,flour
2271,frozen dessert
3188,fruit/vegetable juice
1598,cream cheese 
1337,cling film/bags
4740,rolls/buns
3275,yogurt
2832,specialty chocolate
1609,soft cheese
2627,liquor (appetizer)
4285,pastry
3418,beverages
4732,soda
3442,canned fish
3946,salt
2990,rolls/buns
3225,bottled beer
1494,pip fruit
3549,frozen meals
3384,rolls/buns
3746,meat spreads
3603,white bread
2120,butter
2065,soda
1285,pastry
3835,pastry
2160,margarine
4995,mayonnaise
1970,citrus fruit
2043,shopping bags
3487,rolls/buns
2524,domestic eggs
2045,soda
2445,tropical fruit
4616,pastry
2195,canned beer
1883,dishes
2083,brown bread
4576,dessert
4464,oil
3925,bottled water
4450,bottled beer
1059,dessert
4113,root vegetables
4154,frozen fish
2490,white bread
1551,mayonnaise
1275,rolls/buns
3935,rolls/buns
3487,pip fruit
3986,oil
3282,kitchen towels
4488,ice cream
4946,yogurt
4081,chocolate marshmallow
1603,flour
1107,whole milk
2272,yogurt
4705,female sanitary products
1811,long life bakery product
2772,whipped/sour cream
4412,specialty chocolate
1219,canned beer
4435,domestic eggs
2715,newspapers
2121,chocolate
2802,chocolate
1741,margarine
4278,soda
1634,fruit/vegetable juice
3856,yogurt
3029,vinegar
3361,softener
4613,fruit/vegetable juice
1805,soda
2147,soda
1864,domestic eggs
2789,flour
2296,domestic eggs
1526,sugar
4951,newspapers
3809,red/blush wine
2685,rolls/buns
1107,rolls/buns
4264,soft cheese
4974,root vegetables
1081,beverages
1111,other vegetables
4683,oil
2835,rolls/buns
4123,bottled water
1613,whole milk
3361,white wine
3425,pastry
3617,brown bread
4669,specialty chocolate
1922,bottled water
2947,bottled water
3953,red/blush wine
1169,napkins
4192,whole milk
1239,roll products 
3041,pastry
2520,canned fruit
2426,root vegetables
1235,dog food
3799,whipped/sour cream
1124,bottled beer
3035,male cosmetics
4832,specialty bar
2394,whipped/sour cream
4185,rolls/buns
1832,spread cheese
2666,frozen vegetables
4686,whipped/sour cream
2120,soda
1186,soda
2377,pastry
3675,butter milk
3466,rolls/buns
4211,rolls/buns
2832,curd
4811,bottled water
3619,cat food
1722,butter
1681,butter
4097,other vegetables
3878,misc. beverages
4983,root vegetables
3100,margarine
1680,specialty bar
2041,dessert
3006,waffles
1445,pip fruit
2920,canned beer
3495,domestic eggs
4401,bottled water
1219,red/blush wine
4331,coffee
2881,butter milk
2475,roll products 
1171,brown bread
2137,UHT-milk
1180,frozen potato products
2679,yogurt
2025,cat food
2394,canned beer
1472,yogurt
2197,long life bakery product
4824,cream
2322,sweet spreads
4639,butter milk
3544,house keeping products
1256,tea
2456,pastry
3728,whipped/sour cream
2619,shopping bags
1010,kitchen towels
4264,newspapers
2576,napkins
3718,candles
1950,rolls/buns
4520,mustard
1353,whipped/sour cream
4194,pastry
3095,rolls/buns
1130,margarine
4796,curd
2710,soda
3548,other vegetables
3558,canned fish
4474,butter milk
3878,frozen potato products
1221,sugar
1009,canned fish
1169,napkins
3959,sparkling wine
2355,whole milk
2845,sliced cheese
2320,newspapers
4169,frozen vegetables
4800,soda
3972,soda
4322,misc. beverages
3459,white bread
2654,misc. beverages
3113,soda
1456,whipped/sour cream
3947,cocoa drinks
2230,processed cheese
4133,white wine
1761,shopping bags
2958,soda
4923,potato products
4412,root vegetables
3368,white wine
1307,pastry
4793,bottled water
1080,canned beer
4693,bottled beer
4167,detergent
3474,fruit/vegetable juice
3945,margarine
3499,hard cheese
1753,cream cheese 
2524,rolls/buns
1105,other vegetables
2581,bottled water
3793,canned fruit
1690,brown bread
3496,margarine
4526,sugar
4129,waffles
1761,pudding powder
3498,coffee
2656,margarine
4262,domestic eggs
3289,other vegetables
1679,rolls/buns
2594,soft cheese
4538,coffee
4941,white bread
4564,shopping bags
4290,ice cream
2202,coffee
2343,candles
2209,napkins
1404,long life bakery product
3914,rolls/buns
4065,bottled beer
4220,sliced cheese
1074,oil
2434,detergent
2633,long life bakery product
1143,oil
3767,sweet spreads
2661,rolls/buns
2093,whipped/sour cream
2696,dishes
2927,rolls/buns
4003,shopping bags
3451,soda
1750,shopping bags
1085,yogurt
2034,shopping bags
4676,margarine
4132,Instant food products
2822,shopping bags
3645,chocolate
1446,pasta
2222,cling film/bags
4426,oil
1854,newspapers
4645,oil
2674,soda
1369,sugar
4325,chocolate
4335,fruit/vegetable juice
2642,long life bakery product
1318,mustard
1062,white bread
4131,napkins
3793,fruit/vegetable juice
2618,soda
4090,specialty bar
1480,shopping bags
4078,soda
2817,bottled water
1999,brown bread
2490,shopping bags
1991,bottled beer
4156,hygiene articles
1215,sauces
1612,frozen meals
3495,fruit/vegetable juice
3749,canned beer
1514,bottled water
2892,soda
4562,female sanitary products
2568,hard cheese
2750,waffles
4348,salty snack
4241,popcorn
2707,margarine
4441,butter
1646,shopping bags
4427,soda
3764,sugar
4680,white wine
2155,candles
4510,whole milk
3400,bottled water
3975,soda
3775,newspapers
4893,sliced cheese
1870,brown bread
1384,soda
4357,whole milk
2035,rice
1715,margarine
4557,napkins
4235,soda
4041,canned fish
3937,UHT-milk
4577,napkins
1561,white bread
4720,chocolate
1863,seasonal products
3862,artif. sweetener
1838,canned beer
4694,newspapers
3468,butter
4872,shopping bags
4626,canned beer
2278,soda
4758,fruit/vegetable juice
3003,whole milk
4683,curd cheese
1229,mustard
2927,jam
3341,brown bread
2215,curd
1711,newspapers
